Sample,Patient,Sample_Type,Replication,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Ratio.of.Bacteroidetes.to.Firmicutes,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Firmicutes..environmental.samples,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Roseburia,Firmicutes..Oscillibacter,Firmicutes..Butyricicoccus,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprococcus,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..Megamonas,Firmicutes..Gemmiger,Firmicutes..Eubacterium,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Subdoligranulum,Firmicutes..Flavonifractor,Firmicutes..Blautia,Firmicutes..Dialister,Firmicutes..Dorea,Firmicutes..Streptococcus,Firmicutes..Lachnoclostridium,Firmicutes..Megasphaera,Firmicutes..Neglecta,Firmicutes..Intestinimonas,Firmicutes..Lachnospiraceae..environmental.samples,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Anaerotruncus,Firmicutes..Candidatus.Borkfalkia,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..Butyricimonas,Bacteroidetes..unclassified.Rikenellaceae,Bacteroidetes..Prevotellaceae..environmental.samples,Actinobacteria..Collinsella,Actinobacteria..Bifidobacterium,Actinobacteria..Enterorhabdus,Actinobacteria..Eggerthella,Proteobacteria..Azospirillum,Proteobacteria..Sutterella,Proteobacteria..Bilophila,Lentisphaerae..unclassified.Lentisphaeria,Basidiomycota..Malassezia,null..Tobamovirus,null..Viruses..environmental.samples,Verrucomicrobia..Akkermansia,RNAConcentration,RawReads,DeduplicatedReads,TrimmedReads,HostRemovedReads,OrphanReads,rRNARemovedReads
D09-OF-R1,D09,OF,R1,0.138539712,0.237144823,0.007819141,0.107391119,0.462986378,0.001082452,0.044816408,0.043993815,1.711746176,63,171,629,1714,2286,1.842511693,3.183776154,0.041463755,0.018261756,0.008947948,0.004994979,0.001845708,0.00729927,0.001001728,0.014483447,0.0039955,0.000576677,0.001044717,0.001180721,2.12e-06,0.000928665,0.00187924,0.000123966,0.000562389,0.000261887,0.0020579,0.001147314,0.000279008,0.000622831,0.000737925,0.000413388,2.83e-06,1.58e-05,0.000146044,0.000193531,0.000447545,0.000933497,7.71e-06,0.158734492,0.046653306,0.000169787,0.003293857,0.002936037,0.011198213,0.000162206,9.77e-05,0.002057567,0.001218586,0.003312893,0.000110845,7.54e-06,0.102394771,0.00197888,2.49e-05,3.53e-05,0.522981413,0.00875071,4.42e-05,16.2,72796068,72796068,69968765,30571446,2811082,28052504
D09-OF-R2,D09,OF,R2,0.174161876,0.249788407,0.020363072,0.111872689,0.397202468,0.001325308,0.045077333,0.04466009,1.434231261,71,207,755,1722,1722,2.008125958,3.706458493,0.035567111,0.017579439,0.006406647,0.008374277,0.002551412,0.014940432,0.002319449,0.011994845,0.003478543,0.00078114,0.0015776,0.002229151,3.06e-06,0.001730079,0.005011265,0.000116793,0.000557288,0.000315051,0.002139214,0.001598508,0.000291441,0.001113134,0.000909468,0.000638394,4.69e-06,2.6e-05,0.000147793,0.000340284,0.000732296,0.001560658,3.42e-06,0.180579096,0.014652416,0.00015284,0.001560838,0.003660761,0.052340717,4.81e-05,6.42e-05,0.004676207,0.003530631,0.009503632,0.000179875,1.01e-05,0.1098778,0.00271092,2.4e-05,0.000306941,0.468890831,0.004400988,2.23e-05,8.08,45586911,45586911,19475740,7723815,3922071,6702518
D09-OF-R3,D09,OF,R3,0.161862315,0.248693427,0.010202331,0.089186762,0.439185559,0.001149579,0.049529126,0.04892384,1.536450451,69,187,728,1960,2299,1.934751862,3.323376353,0.049813299,0.020819153,0.009682633,0.006875516,0.001968004,0.008716577,0.001854823,0.017313233,0.003417621,0.000759521,0.001022281,0.001245105,8.99e-07,0.001192811,0.002990903,0.000136379,0.000511422,0.000381502,0.002973435,0.001738496,0.000192942,0.000628928,0.000476765,0.000427448,3.26e-06,2.02e-05,0.000200861,0.000228328,0.000461375,0.001000993,3.59e-06,0.147058711,0.054930547,0.000204681,0.005358496,0.00314329,0.018301251,0.000283093,0.000154297,0.00263097,0.002166562,0.004278584,0.000133739,1.02e-05,0.08265684,0.002397474,1.19e-05,1.79e-05,0.515238901,0.007168327,3.79e-05,16.7,68771203,68771203,61293325,23193744,5471434,21495830
D09-OR-R1,D09,OR,R1,0.080453519,0.146455923,0.015858376,0.053816949,0.650289296,0.008593704,0.043034129,0.041734117,1.820379315,103,399,1132,1390,1390,1.918655954,3.512536418,0.004040723,0.015778213,0.004629399,0.003163273,0.000755582,0.006394367,0.002455378,0.005140715,0.001020513,0.000220422,0.000623647,0.00191227,4.24e-05,0.00030732,0.004181136,6.52e-05,0.000102263,0.00011657,0.002401332,0.000410113,4.03e-05,0.000249035,0.000973355,0.000366134,4.77e-06,1.22e-05,6.09e-05,0.000617818,0.000110741,0.000173795,3.71e-06,0.082293834,0.059223668,0.000436076,0.003452577,0.000258572,0.006065853,0.000286655,9.59e-05,0.000184922,0.001535008,0.000247445,5.09e-05,1.54e-05,0.028755048,0.0077985,2.7e-05,0.002854893,0.451735455,0.262642228,4.24e-05,8.7,42839393,42839393,11366658,2925281,12033226,2395820
D09-OR-R2,D09,OR,R2,0.077679236,0.120189155,0.038997988,0.081007791,0.553884795,0.028267707,0.099073117,0.095083297,1.547249446,193,645,938,938,938,2.420693375,4.484331019,0.006496851,0.014514915,0.004840946,0.003145426,0.001283524,0.004959791,0.001283524,0.003200887,0.000879452,0.000213921,0.000720992,0.001053757,0.000221844,0.000483302,0.002376897,0.000110922,8.72e-05,0.000356534,0.001735134,0.000657608,0.000134691,0.000443687,0.001204294,0.000364457,2.38e-05,7.92e-06,6.34e-05,0.000855683,0.000126768,0.000102999,1.58e-05,0.065737036,0.061173395,0.002313513,0.003010736,0.000475379,0.006607772,0.000396149,0.000150537,0.000404072,0.003462346,0.000404072,0.000174306,0.000467456,0.021487145,0.010997108,0.000126768,0.01662243,0.353761439,0.297175455,0.000134691,22.8,42133864,42133864,3418613,435257,14532280,183307
D09-OR-R3,D09,OR,R3,0.1277956,0.150763522,0.010045684,0.063718579,0.591726218,0.010739292,0.04515699,0.043584733,1.17972389,105,403,1111,1551,1551,2.158862899,4.435855074,0.012790206,0.030948394,0.011571609,0.005215658,0.001567269,0.006311539,0.001535713,0.013186795,0.006397246,0.000601897,0.001822831,0.000940439,2.34e-06,0.001037444,0.00411822,0.000167129,0.000284002,0.00038685,0.002827161,0.001182756,0.000134015,0.000813047,0.000284781,0.000683318,7.01e-06,1.05e-05,0.000153883,0.000604624,0.000358021,0.000291793,1.09e-05,0.074374943,0.0709603,0.000192062,0.00500217,0.000499438,0.005312663,0.00050645,0.000121548,0.001396634,0.006222715,0.000307376,0.000100511,3.04e-05,0.044016758,0.008652507,7.44e-05,0.000446455,0.286399552,0.359374744,3.78e-05,8.48,48810033,48810033,17814164,4950921,33245908,3462365
D09-ZF-R1,D09,ZF,R1,0.156348002,0.282485383,0.00722165,0.185988989,0.325358992,0.00083447,0.041692251,0.040892815,1.806773224,69,179,595,1758,2255,2.070137326,4.395660407,0.033786568,0.022935544,0.013079815,0.011764721,0.007117235,0.00546839,0.000349503,0.011507572,0.010039315,0.000823743,0.001383779,0.001120832,2.16e-06,0.002460754,0.003489393,0.000113662,0.00055228,0.000728311,0.00154062,0.002272169,0.000240918,0.001036915,0.00017715,0.000331552,3.72e-06,3.17e-05,0.000124497,0.000231803,0.000556558,0.000429183,1.75e-05,0.2104333,0.02558912,0.000221808,0.003777327,0.003275461,0.011745371,0.000119899,0.000131813,0.002069112,0.003044658,0.001132746,0.000122378,3.6e-06,0.183624478,0.002608959,0.0001193,4.73e-05,0.382297894,0.009290455,2.78e-05,5.52,83403462,83403462,77266379,31786865,4796258,30630800
D09-ZF-R2,D09,ZF,R2,0.20301491,0.212285169,0.010332844,0.153917132,0.365601835,0.001480827,0.053247928,0.051887799,1.045662947,80,222,834,1814,1814,2.139753584,4.122653516,0.032948464,0.035144834,0.021252445,0.018530743,0.008385763,0.007097181,0.000750563,0.016369935,0.010325082,0.001071045,0.00222507,0.001450382,3.54e-06,0.00287456,0.004288547,0.000213169,0.000530323,0.000754515,0.003305682,0.003374936,0.000408661,0.001312082,0.000201107,0.00042821,4.37e-06,3.97e-05,0.000259962,0.000299893,0.000431122,0.000528244,1.62e-05,0.16021336,0.017686801,0.000229391,0.004428927,0.00239311,0.009272962,8.76e-05,0.000126862,0.003322943,0.002566557,0.002336542,0.000174487,1.16e-05,0.146685958,0.002480249,7.94e-05,0.000358124,0.437159189,0.010661993,3.08e-05,5.32,38696538,38696538,17847818,6524454,15008388,5994815
D09-ZF-R3,D09,ZF,R3,0.166520535,0.243804336,0.006663667,0.15128192,0.377726047,0.001490915,0.052430473,0.051520413,1.464109738,69,201,754,1967,2320,2.040708112,3.881973482,0.028553446,0.030397588,0.016095646,0.011745363,0.006522839,0.005097133,0.000444484,0.015016742,0.012340008,0.00092306,0.00168817,0.000982946,1.47e-06,0.001958295,0.003350035,0.000164207,0.000540761,0.000558318,0.002145678,0.002830216,0.00021624,0.000873453,0.000163697,0.000408284,3.19e-06,3.09e-05,0.000179977,0.000223455,0.000569108,0.000471745,1.86e-05,0.167611583,0.027076665,0.000215474,0.005181025,0.002643918,0.012594938,0.000181956,0.00014665,0.002068745,0.002114394,0.001607917,0.000108535,9.32e-06,0.147869664,0.002365749,7.48e-05,1.79e-05,0.451615189,0.009554164,2.35e-05,6.78,69543383,69543383,57957180,20553612,11722672,19458420
D09-ZH-R1,D09,ZH,R1,0.086163091,0.396177835,0.011725433,0.140378121,0.319411721,0.00482513,0.04014923,0.039106752,4.597999314,88,324,978,1573,1573,1.956460867,3.967093511,0.030748838,0.009461912,0.001761442,0.002434352,0.001009102,0.005206479,0.000267317,0.002659975,0.001779914,0.000167568,0.000263095,0.000392663,1.35e-05,0.000282358,0.003126263,3.69e-05,0.000104763,0.000101596,0.000810131,0.000287372,0.000287372,0.000132471,0.000638605,0.00043726,5.28e-07,8.97e-06,6.2e-05,0.000197387,0.00065523,0.000711174,1.69e-05,0.27956102,0.052052126,0.000451246,0.007921079,0.002239076,0.033260773,0.000244887,0.000180234,9.02e-05,0.001585957,3.01e-05,7.12e-06,3.51e-05,0.117786763,0.007564041,2.32e-05,0.001998412,0.393639123,0.001522361,4.72e-05,15.5,41368946,41368946,19877284,5875646,7726006,4742779
D09-ZH-R2,D09,ZH,R2,0.109352356,0.443620144,0.020599096,0.150974926,0.125200523,0.048361564,0.101768127,0.096171963,4.056795491,201,748,1395,1395,1395,2.722515031,6.170846546,0.043391223,0.01474736,0.004703279,0.004842195,0.001977064,0.007546084,0.000595352,0.004380797,0.003986376,0.00046884,0.000580468,0.000692096,0,0.000329924,0.002562493,3.97e-05,0.000200931,0.000193489,0.001024501,0.000709461,0.000362172,0.000404343,0.000669771,0.000406824,1.49e-05,1.98e-05,0.000163722,0.00027287,0.000585429,0.001401557,1.74e-05,0.32448409,0.084969104,0.000600313,0.010272299,0.002257376,0.069688408,0.000421708,0.000327443,0.000262947,0.002599703,0.000136435,6.7e-05,0.000719383,0.108877439,0.007873527,3.97e-05,0.006417396,0.173775746,0.001448689,0.000133954,38.2,59640584,59640584,8623448,1631719,31137650,576353
D09-ZH-R3,D09,ZH,R3,0.164100083,0.462175888,0.011115296,0.235378785,0.045799406,0.014227807,0.067138589,0.064552203,2.816426898,132,499,1159,1631,1631,2.443915301,5.645357805,0.066157632,0.023866122,0.011080485,0.0066845,0.001791607,0.011053093,0.000241392,0.010916989,0.003605898,0.000680948,0.000674956,0.000630016,2.05e-05,0.000730168,0.003266066,0.000138672,0.000202444,0.000297888,0.004196537,0.000899227,0.000260652,0.000294036,0.000174624,0.000903507,6.85e-06,6.12e-05,0.000232832,0.000420724,0.00050718,0.001364035,4.96e-05,0.313813692,0.112361917,0.000369364,0.009967258,0.002527338,0.035703739,0.000536712,0.000326564,0.001218515,0.004875773,0.000395044,0.000154508,0.000106144,0.235082711,0.014541719,6.38e-05,0.001111943,0.060585076,0.000814484,6.29e-05,4.6,54103078,54103078,15004483,5038619,27808787,3211672
D09-ZR-R2,D09,ZR,R2,0.200261692,0.284618085,0.013161087,0.173315798,0.268886602,0.001039915,0.058603726,0.057759372,1.421230803,79,213,755,1979,2343,2.273019265,5.152790058,0.033352131,0.029950404,0.021312265,0.016679941,0.009762332,0.006964245,0.000768659,0.013465847,0.01127031,0.001048922,0.003397307,0.001814122,3.33e-06,0.002205082,0.004507407,0.000249963,0.000555466,0.000763214,0.003864626,0.004540013,0.000224083,0.002003036,0.000271744,0.000521963,4.55e-06,4.03e-05,0.000304094,0.000335804,0.000468793,0.000596401,1.81e-05,0.215058999,0.031478433,0.000188978,0.005157874,0.002617245,0.010067323,0.000141893,0.000136,0.004325155,0.004819828,0.002012773,0.000224723,6.85e-06,0.1780309,0.007065332,5.84e-05,6.33e-05,0.333948589,0.008234623,2.95e-05,8.36,66626133,66626133,60677696,22259612,4893049,20325811
D09-ZR-R3,D09,ZR,R3,0.11116536,0.300027792,0.006979069,0.219514712,0.321877396,0.000932874,0.039434575,0.037869318,2.698932396,67,173,599,1835,2195,1.949566847,4.082422445,0.015554616,0.01386745,0.010213062,0.00846859,0.00471125,0.004362519,0.000226833,0.007791241,0.006012025,0.000566644,0.001434449,0.000913859,1.34e-06,0.001247084,0.002935648,0.000129769,0.000320282,0.000369543,0.003245554,0.002751722,0.000118692,0.000775988,0.000144984,0.000302502,2.86e-06,2.64e-05,0.000216806,0.000185617,0.000266299,0.000400499,1.73e-05,0.215702899,0.025879316,0.000208294,0.004256477,0.00331038,0.011702601,0.000109773,0.000146733,0.00216071,0.002526405,0.001155499,0.000214823,4.66e-06,0.224903697,0.005167072,5.75e-05,1.78e-05,0.382183191,0.008682015,2.24e-05,4.4,62775466,62775466,58618583,21752504,4290176,21163673
D10-NF-R1,D10,NF,R1,0.710489252,0.164260668,0.055523147,0.020844116,0.003052843,0.003865247,0.041721765,0.041016923,0.231193741,108,381,825,1082,1082,2.785341156,8.725403792,0.004207478,0.113635913,0.038977965,0.030799119,0.011065054,0.052401285,0.228601597,0.022578717,0.058817807,0.000995439,0.023165214,0.004591865,0.000310721,0.00023611,0.001810491,0.000675274,0.000864162,0.001039828,0.046033873,0.00567136,9.35e-05,0.003661592,0.000462775,0.012121882,9.44e-06,0.00012561,0.000676219,0.001411937,0.012902933,0.000115222,2.46e-05,0.184402769,0.026052365,0.000608219,0.002617042,0.000813162,1.04e-05,0.000354165,3.87e-05,0.047586532,0.001396826,0.001873768,0.00143177,2.64e-05,4.91e-05,0.000190777,0.00017661,0.001101217,0.004421866,2.64e-05,0.000354165,91.4,24597674,24597674,19049371,7070988,3625392,1605538
D10-NF-R2,D10,NF,R2,0.391534875,0.405999014,0.023934677,0.049222637,0.023468618,0.033766798,0.0719485,0.067793968,1.036942147,178,683,1690,1690,1690,2.944067574,6.895931682,0.043251146,0.05978331,0.014934094,0.021167976,0.025583202,0.020427607,0.093332223,0.009109704,0.018170128,0.002738543,0.01462551,0.003152727,0.000102079,0.001418551,0.001426765,0.000591356,0.000989114,0.009414768,0.014104553,0.002377159,0.003394432,0.001883188,0.000439997,0.004055015,1.06e-05,8.92e-05,0.000249918,0.000793168,0.002867609,9.86e-05,0.003528192,0.138570983,0.327789759,0.000286292,0.014709989,0.008083043,1.17e-05,0.004671011,8.1e-05,0.008669706,0.000756795,0.000545597,0.000708689,9.27e-05,5.16e-05,0.000804902,1.53e-05,0.003130434,0.031678631,0.001488951,0.000371944,164,68999698,68999698,16839334,4310466,40332165,1241862
D10-NF-R3,D10,NF,R3,0.577989591,0.097323598,0.083188126,0.074898443,0.000517382,0.048767484,0.116996743,0.111432781,0.16838296,234,904,1497,1497,1497,3.234400845,8.431997677,0.00071671,0.085854384,0.027612814,0.016562266,0.00367335,0.037180806,0.295747013,0.017770338,0.035193334,0.00040495,0.00820404,0.003885143,4.74e-05,0.000171129,0.001118271,0.000457474,0.00048289,0.002831258,0.055188352,0.00231787,0.000113521,0.002721125,0.00308541,0.008417528,1.69e-06,5.25e-05,0.000232126,0.000960696,0.002736374,2.37e-05,0,0.111159494,0.03056776,0.000740431,0.000898005,0.000388006,1.69e-06,0.000147408,6.95e-05,0.03180294,0.001431725,0.000808205,0.00122332,8.13e-05,1.86e-05,7.62e-05,0,0.04256206,2.88e-05,0.000196545,9.49e-05,19.6,52097430,52097430,11497559,3105199,22826843,987769
D10-OF-R1,D10,OF,R1,0.33204456,0.196766802,0.137330287,0.110526495,0.001987418,0.060317057,0.156882017,0.14828124,0.592591555,372,888,1160,1160,1160,4.086361436,18.50282294,0.074138586,0.021952327,0.005088253,0.026011317,0.052402669,0.013660164,0.039106706,0.006766743,0.004344017,0.00167849,0.004539313,0.013195676,0.000738958,0.003077232,0.009785913,0.001198167,0.001382907,0.004296512,0.006597838,0.021804535,0.003626172,0.004481252,0.010577654,0.002665527,0.000168905,2.11e-05,7.39e-05,0.001393463,0.002866101,0.000226966,0.000327253,0.18362575,0.063983194,0.00445486,0.026755553,0.004095938,5.28e-06,0.00121928,6.86e-05,0.004412634,0.014478296,0.001082045,0.001937125,0.000158348,0.000147792,0.003673676,0.000163626,0.031458492,0.002116586,0.000237522,0.008176041,10.3,26668454,26668454,4435363,942776,13277533,332607
D10-OF-R2,D10,OF,R2,0.2271504,0.643229091,0.061304638,0.045345315,0.000113543,0.001656576,0.021154915,0.02067179,2.83173215,71,231,826,1727,1727,1.499486242,1.887468424,0.000185844,0.016704248,0.007783269,0.011001685,0.003401692,0.011234224,0.029577214,0.007362785,0.014146091,0.000219464,0.006830701,0.003541542,0.000573642,0.000159462,0.001863343,9.83e-05,0.00040274,0.001216158,0.008002733,0.003102147,1.14e-05,0.00209845,0.00348691,0.003115455,1.17e-06,2.29e-05,0.000150123,0.000616834,0.002348732,2.94e-05,2.33e-07,0.72380545,0.058907415,0.000395035,0.01041637,0.005102072,1.05e-05,0.00013378,9.9e-05,0.016473344,0.00077723,0.008314185,0.001042688,1.35e-05,1.45e-05,3.04e-06,4.2e-06,0.00070532,7.89e-05,3.01e-05,1.17e-05,20.4,57522411,57522411,19611400,7231965,9388635,5771308
D10-OF-R3,D10,OF,R3,0.232924927,0.662481231,0.040351227,0.038360206,5.71e-05,0.002373149,0.023423631,0.022978163,2.844183484,70,212,842,1664,2049,1.527720078,1.96434813,0.000160789,0.019165103,0.005963922,0.009181,0.002398111,0.012658998,0.034884124,0.014774912,0.019644016,0.000238337,0.005840834,0.001276603,0.000776041,0.000116275,0.001048905,0.000134286,0.000293395,0.001453256,0.008885739,0.002288928,7.56e-06,0.001176099,0.001435059,0.003046304,1.21e-06,1.82e-05,0.000176186,0.000508962,0.004839708,2.64e-05,3.73e-07,0.708417138,0.063826908,0.000293022,0.011232991,0.005400275,4.95e-06,0.000185985,7.38e-05,0.014623269,0.000613106,0.007291478,0.000644834,5.6e-06,1.49e-06,1.49e-06,7.56e-06,0.001258873,1.68e-05,1.89e-05,1.06e-05,9.66,85272413,85272413,45234445,16314645,14935175,14005024
D10-ZF-R1,D10,ZF,R1,0.362021334,0.47484564,0.097513177,0.034459798,5.27e-05,0.001120359,0.029915761,0.029510938,1.311650987,80,248,879,1952,1952,2.219077969,3.495215877,0.001060843,0.057066331,0.009951868,0.034641834,0.011185181,0.021693208,0.035222978,0.013668232,0.023313449,0.000518449,0.011090444,0.004296236,0.000942046,0.000675766,0.003025213,0.00032458,0.001068246,0.003787156,0.023267642,0.006701207,3.82e-05,0.002448464,0.001765064,0.007913004,2.66e-06,0.000120069,0.000661653,0.000847194,0.002792594,7.41e-05,3.59e-06,0.519098185,0.064960364,0.00025159,0.008197908,0.003780909,7.63e-06,0.00023875,6.04e-05,0.063721846,0.000835164,0.003137185,0.001950489,7.03e-05,2.78e-06,3.77e-05,8.68e-06,0.000162174,1.25e-05,8.21e-06,9.38e-05,5.4,50810681,50810681,37703330,14691328,6967786,11947119
D10-ZF-R2,D10,ZF,R2,0.386145315,0.448943695,0.090120087,0.033745401,0.000791033,0.001372736,0.038844288,0.038401521,1.162628881,81,254,941,2279,2279,2.263225003,3.606817525,0.000532509,0.055520332,0.014041987,0.033874855,0.013111538,0.020016857,0.052983604,0.010912211,0.023686658,0.000491737,0.016573979,0.005978679,0.001369882,0.000561029,0.003446584,0.000278713,0.001586407,0.001634901,0.017245689,0.007633348,2.39e-05,0.003695336,0.002627744,0.008742845,2.16e-06,8.48e-05,0.000648751,0.000987283,0.00245055,7.72e-05,2.27e-06,0.510456613,0.071457297,0.000295598,0.00672658,0.003987536,7.52e-06,0.000254414,9.31e-05,0.042751959,0.000888441,0.004328231,0.001315622,1.47e-05,9.27e-06,2.2e-05,1.4e-05,0.000284067,0.00100561,8.03e-05,2.74e-05,5.26,93087579,93087579,49877646,19398804,13321905,14142331
D10-ZF-R3,D10,ZF,R3,0.395979606,0.466861516,0.07308955,0.028503871,5.52e-05,0.000803822,0.034681863,0.034414273,1.179003941,78,220,759,1916,2334,2.198500256,3.297362559,0.000325067,0.056539191,0.014677835,0.032623585,0.019770061,0.019293551,0.038436692,0.009299527,0.026649161,0.000465898,0.016498019,0.005752382,0.001624304,0.000501345,0.004842327,0.000275692,0.002186815,0.001818047,0.017028399,0.010306048,1.38e-05,0.004284533,0.001934853,0.012770839,3.17e-06,0.000108184,0.000792807,0.000917719,0.002969083,6.93e-05,1.47e-07,0.53920518,0.046401461,0.000209293,0.007536898,0.003816277,4.64e-06,0.000187037,7.33e-05,0.035227512,0.000638859,0.004756252,0.001424517,1.04e-05,7.37e-07,3.68e-07,1.47e-05,1.39e-05,4.79e-06,2.28e-05,1.1e-05,4.6,66427286,66427286,61155285,21677759,4819602,19160306
D10-ZH-R1,D10,ZH,R1,0.043691081,0.842548316,0.005220831,0.073872677,8.16e-05,0.006990978,0.027243646,0.026648834,19.28421785,64,272,959,1627,1627,0.668153292,1.235940988,7.85e-05,0.006284355,0.00033874,0.001266964,0.000420744,0.00304393,0.007393619,0.005103811,0.000493917,2.9e-05,0.000669911,0.000191764,0.000305938,1.73e-05,9.53e-05,1.83e-05,4.13e-05,4.42e-05,0.000926647,0.000355141,3.78e-06,8.96e-05,0.000352933,0.002398936,1.26e-06,9.46e-07,2.87e-05,0.000270298,9.08e-05,1.86e-05,1.89e-06,0.89895388,0.024476025,0.000528611,0.010793321,0.003770613,1.61e-05,7.95e-05,0.000107236,0.000235289,0.000152969,1.01e-05,5.99e-06,2.24e-05,3.15e-06,3.15e-07,9.46e-07,0.000783455,3.63e-05,2.3e-05,8.2e-06,13,43393914,43393914,24582713,4260221,6623747,3864339
D10-ZH-R2,D10,ZH,R2,0.041968342,0.827889947,0.005107659,0.085683233,0.000810094,0.005991165,0.032523725,0.031457072,19.72653469,71,282,998,1705,1705,0.719771969,1.255493718,0.000333831,0.007035953,0.000454136,0.001415316,0.000493817,0.003585215,0.004571275,0.005762987,0.000392723,4.44e-05,0.000585463,0.000234626,0.000187071,3.94e-05,0.00012251,2.11e-05,5.51e-05,4.03e-05,0.00113093,0.000347688,1.98e-05,0.000108652,0.000218565,0.002319493,9.45e-07,4.09e-06,3.75e-05,0.000191795,7.9e-05,1.64e-05,1.57e-06,0.891831007,0.027850606,0.000510194,0.010601327,0.003631825,4.09e-05,9.2e-05,9.29e-05,0.00033635,0.000109282,2.65e-05,1.7e-05,1.73e-05,0.000610343,4.54e-05,4.09e-06,0.001529322,0.000874573,6.49e-05,2.39e-05,29.6,57675754,57675754,20066951,4671132,17698469,3927748
D10-ZH-R3,D10,ZH,R3,0.035348349,0.870926249,0.001075418,0.067493735,8.96e-05,0.002529206,0.022523388,0.021946115,24.6383858,40,184,760,1603,2009,0.58670345,1.220190211,3.31e-05,0.005994353,0.000309404,0.00104049,0.000447733,0.003085971,0.004003543,0.003565167,0.000535885,2.08e-05,0.000595051,0.000194467,0.000207768,1.8e-05,8.74e-05,1.09e-05,5.19e-05,4.52e-05,0.000898492,0.000330227,2.94e-06,7.82e-05,8.71e-05,0.00218968,4.59e-07,2.94e-06,3.37e-05,0.000168507,0.000100261,4.68e-06,0,0.904567259,0.028811658,0.000376092,0.010562492,0.003994278,1.15e-05,7.69e-05,0.000125945,0.000207309,3.12e-05,1.74e-05,1.61e-05,5.23e-06,1.56e-06,1.19e-06,2.75e-07,0.000121909,2.48e-05,3.83e-05,8.16e-06,24,91014703,91014703,58272289,14179839,22540077,13004748
D10-ZR-R1,D10,ZR,R1,0.265243492,0.601131671,0.073208064,0.03215574,0.000197635,0.001833004,0.025987349,0.025585576,2.266339,77,246,852,1857,1857,1.72575732,2.290876175,0.000392692,0.039866948,0.006464136,0.018333168,0.004605394,0.013392787,0.049464123,0.017801081,0.012382753,0.000304011,0.006642458,0.003219938,0.000440802,0.000252885,0.000838017,0.000182434,0.000737548,0.001040463,0.008895263,0.00316333,1.52e-05,0.00234272,0.000816909,0.004968754,3.7e-06,4.56e-05,0.000378986,0.000458895,0.001385456,4.32e-05,1.34e-05,0.65281197,0.064631357,0.000263988,0.006368465,0.004943397,4.25e-06,0.000300584,7.92e-05,0.025940703,0.000596782,0.003348642,0.001679735,9.46e-06,4.25e-06,3.84e-06,4.52e-06,0.00061885,0.000186272,2.18e-05,1.14e-05,4.8,60565438,60565438,36586054,12015026,9066189,9759771
D10-ZR-R2,D10,ZR,R2,0.236876604,0.633962876,0.058483406,0.037009489,0.00013606,0.001549952,0.031941476,0.031518102,2.676342307,78,247,837,1679,1679,1.653578329,2.15362343,0.000241994,0.031785894,0.006369581,0.017003396,0.00691558,0.01172188,0.022121264,0.009202422,0.01141485,0.000268311,0.011716435,0.003962952,0.000738989,0.000222029,0.001571145,0.000152456,0.000930164,0.000738081,0.009720288,0.004125693,1.63e-05,0.002303782,0.000990662,0.003683147,3.33e-06,4.11e-05,0.00029856,0.000511817,0.000857868,3.6e-05,3.33e-06,0.674064217,0.081172,0.000417439,0.008251386,0.008320051,1.21e-05,0.000304005,0.000106477,0.024069919,0.000580483,0.002785652,0.001049648,1.03e-05,1.51e-05,2.42e-06,4.84e-06,0.000451319,4.84e-05,8.83e-05,1.24e-05,4.2,54917872,54917872,15120778,5311056,9264094,4435811
D10-ZR-R3,D10,ZR,R3,0.435493493,0.403049814,0.0930256,0.029278883,4.91e-05,0.000859431,0.038224993,0.037897275,0.925501346,79,228,805,1938,1938,2.353292548,3.8284436,0.000377005,0.053112139,0.014293082,0.041964364,0.03255229,0.019471984,0.033592651,0.010355534,0.031121676,0.000485451,0.024895978,0.007319997,0.002517533,0.000531063,0.005322551,0.000251905,0.002792905,0.001536978,0.015608437,0.015264741,1.32e-05,0.004666955,0.002023565,0.011134148,2.46e-06,0.000122262,0.000733381,0.001062125,0.002582259,6.55e-05,0,0.496869171,0.041990671,0.000317767,0.006803886,0.003777245,4.73e-06,0.000140052,7.38e-05,0.048067422,0.000899551,0.005373651,0.00205044,2.2e-05,1.89e-06,7.57e-07,1.44e-05,1.31e-05,8.33e-06,1.34e-05,1.19e-05,4.4,30669800,30669800,28321644,9367202,2203043,7918259
